"Excellent rack screws with washers. Its fit very good to __MASKED__ holes. Good presentation and well packed. I will buy again." , "rack"
"I replaced all the stock __MASKED__ screws that came with our sound rack cabinet with these, as they were nearly invisible with the black rails and mounting plates. The plastic washers also seem to protect the finishes better than metal washers on the equipment I mounted. Inexpensive, and worth it." , "mounting"
"Great rack mount screws. Rubber washers are perfect, lets it give your item that tight fit without worry of the screws working out any time soon. I __MASKED__ them on my portable desktop rack with my mobile DJ equipment and they have held strong." , "use"
"There are other rack __MASKED__ out there, but Raxxess makes the best quality screws and soft washers available." , "screws"
"Well if this review __MASKED__ the censors just know that these are great screws when you run out of the original screws you were supplied with your new rack. They work." , "survives"
"It is exactly what you need in a capo ! You can cover all six strings, move one string over to get a drop d tuning or turn the capo upside down to get a partial capo ( though a bit of adjusting may be needed to __MASKED__ the strings held down. ) .All in all, a great capo that is well made and will last forever.Kyser is an awesome small Christian company and I really like their products and supporting them with my purchases.: ]" , "get"
"Love these capos and nice that you can get them in other colours. Prevents you from getting yours __MASKED__ with some one elses." , "confused"
"My son needed a Capo, expensive at music shop where he __MASKED__ lessons. At Amazon found what he wanted at reasonable price." , "takes"
"This Capo looks great and does the job. It does take a bit of pressure to __MASKED__ the camp, but its better then the winding versions." , "open"
"Basically because they are the easiest to __MASKED__ in my opinion. I have big hands which may be part of it." , "squeeze"
"It is very well made, is easy to use, and holds down the strings just fine. It is well __MASKED__ as to not scratch or nick your guitar." , "protected"
"It does what it says. It a Kyser Quick Change capo. This capo is great for __MASKED__ keys in the middle of a song or anytime you are in a hurry. Highly recommended." , "changing"
"These Capos are wonderful. Perfect all the way around ! long lasting and __MASKED__ up by the company. I have three !" , "backed"
"Good strong spring and good strong materials. The only improvement I would make is the clear protector that holds behind the neck. The protector needs to be longer. As the protector __MASKED__ it slips off the end. If it had more surface extended from end to the base where it pivots it would help." , "ages"
"Probably the best kapo out on the market. Very high quality and a sleek look. Easy to __MASKED__, what more could you want ?" , "use"
"I use the capo for my guitar and it sounds awesome. I like to put the capo on the first fret and when I play a song I __MASKED__, it sounds really really good. The capo is very easy to use as well." , "made"
"The package arrived on time. This is the best capo around and works great. __MASKED__ what it is supposed to do." , "Does"
"I __MASKED__ the patriotic design for obvious reasons. It is lovely. Clear shard silk screening. The capo itself is really good. It is very snug on the strings." , "chose"
"i __MASKED__ pink cause nobody would steal it, and we all know how often capos get stolen from people pink is great" , "got"
"This capo is awesome, it __MASKED__ and feels very nice and premium, it works on all of my guitars not much more you can ask for." , "looks"
"Strings are not just strings. Guitar strings are another very important part of __MASKED__ GREAT Guitar. And all Martin products are second to none." , "playing"
"I replaced a set of strings that were very used with these Martins. They are, as __MASKED__, very light. They are easy on my fingers and give great tone. Quality company, great strings, great price !" , "named"
"The name Martin __MASKED__ it all & has for many, many years.Grab some extras because you will want more, Great price, great strings." , "says"
"these strings __MASKED__ a warm crisp tone that makes any dreadnought guitar sound like heaven I use them all the time" , "provide"
"Good strings with good sound.The Extra Light is easier on the fingers - but they __MASKED__ thinner too.Go for the Light gauges for more solid sound if you can handle the pressure." , "sound"
"Great, great sound. The sound of these strings is different than any other strings you could __MASKED__. They also teach a guitar player to use a lighter touch while playing to produce beautiful sounds. Well worth it." , "get"
"the string work well but did not __MASKED__ the mellow sound on my guitar that I was looking for. The shipping was quick and the strings were recieved in good order." , "give"
"Since I bought these little gadgets everybody playing guitar around want them.I use to __MASKED__ my picks all the time when playing and now I do not have to look around for them any longer as I know where to find them. I like to use different gage picks therefore. I have ordered more for Christmas stocking stuffers whicdh will be enjoyed by my friends." , "misplace"
"exactly the same as describe here, __MASKED__ the sound and easy to play. great price for excellent sound, highly recommend to everyone." , "love"
"__MASKED__ primarily for Rocksmith and it works very well for that. Still learning how to play, but like the feel of this guitar. Looks great and plays great. Was packaged very well. Only needed minor setup adjustments. I would recommend getting strap locks." , "Purchased"
"I got this guitar at Guitar Center, i was scared to get this guitar from amazon because of a review saying it looked like a toy, so i wanted to __MASKED__ it in person, i saw it, i tested it out at guitar center and it was amazing, its better than my other les paul special ii, this guitar plays great, its set up very nicely, the pickups are very nice, the electronics work perfectly, i have no problems with it, but the guitar is very beautiful, i would highly recommend getting it, i just dont know if anyone elses will be the same, not all guitars are made the same right ?" , "see"
"I __MASKED__ this cable. It is perfect for making guitar changes without noise. The cable itself does not seem quite as good quality as my other Planet Waves cables but it is still better than most others. The switch is easy to use." , "love"
"So far I am a very satisfied customer with this cable. For what is worth, while I have __MASKED__ these cables before, this is the first one I have ever owned, so I am no expert." , "used"
"A nice concept that actually __MASKED__, The cable is very nice, too with an adequate gauge. Try it out for yourself !" , "works"
"Wow, these cables are __MASKED__ really sturdy. And the noiseless feature is priceless. Definitely a real good value for the money." , "made"
"This pedal is a must have for any pedal board. I __MASKED__ the overdriven sound of this pedal in that it has a distortion element but not so distorted single notes are lost in the fray. Thirty some odd years and counting and still one of the best." , "love"
"I love these pedals. Inexpensive to purchase - easy to mod to your liking.This pedal received the gain and JCM mod.I will purchase more of these and will __MASKED__ each and every one of them.This pedal is also good stock for a lead boost. Love this pedal." , "mod"
"I bought mine used three years ago and it works great. It works for a Metallica, Pantera type sound. You can also get good rock sounds with the gain __MASKED__ down and eq. adjusted." , "turned"
"excellentI like I am very happyI am __MASKED__ for money for the following purchase for amazonthe pedal boss arrives in the time necessary thank you" , "looking"
"I __MASKED__ this mostly with my Honeytone mini amplifier and Reel Echo tape echo simulator. Works very well with no problems. A lot of Danoelectro pedals may eat up batteries and this is a great alternative when you have access to Ac voltage outlets." , "use"
"I was having some problems with my Ego Compressor comp getting noisey, __MASKED__ it back and found out that It Had been using a slightly drained battery, so I got one of these and it is great, nice and quiet again, half the price of the boss one." , "sent"
"What can I say lower priced than most and very low distortion I could Not __MASKED__ the hum but for multi pedals to save on cost I use a godlyke power supply but this Is a good power pack." , "hear"
"Got this to use with the Behringer compressor I ordered with this. They are not indicated as compatible but it worked great ! Price was right. I already own two and had no problems. Quiet. No hummmmm. __MASKED__ it if you need a wall wart." , "Buy"
"I got this pedal cause is not so expensive, and I love music. I used to play in big concerts but no more but I can tell you that for the price is good who ever wants to have some fun and __MASKED__ how to use a pedal." , "learn"
"In my opinion this is one of the finest pedals to __MASKED__. The crybaby is still on my pedalboard and will be for as long as I can foresee." , "exist"
"Sounds like my original. Enough said. Great pedal and it is still built like a tank. I do __MASKED__ that on this version, one can use a pretty standard AC adapter. A+." , "appreciate"
"the orig, still the best ! do you like guitar music ? chances are good you __MASKED__ the sound this pedal makes. it is the one. my only stand alone outside a multi effects unit" , "know"
"I acknowledge that this is a minority opinion - perhaps I just had bad luck with my unit and the attempts to repair it afterwards. But while I loved the sound and functionality of this wah-wah pedal, it would literally last me a few months at a time before it became unusable. I suspected that the potentiameter was shot, so I had that replaced, but the same problems reoccurred. Like a horrible static noise as soon as started using it.Good product, but hopefully they __MASKED__ them more durable than the particular unit I had." , "make"
"It says for a Banjo or a Mandolin but ukulele is the first instrument listed on the box. It is just the right size to clamp over four strings and __MASKED__ it on/off is really easy." , "taking"
"Works great with my Baritone Ukulele. Same quality as my full size acoustic guitar capo. Easily __MASKED__ in my ukulele case, too." , "fits"
"This is such a nice bag for the price. Nicely padded with an ample zip compartment that can hold your snark, capo, or whatever. There is a handle and a shoulder strap. Plus, it is reallly a nice __MASKED__ bag, black with a little white trim in front." , "looking"
"The screws are too long for my very thin __MASKED__ Gibson SG Classic. I can not find shorter screws which fall into the pin so that the straplock will work either -- -the heads are all too large.I believe I used these on my Gibson Les Paul Custom years ago, and they worked perfectly. Not on my newer SG though -- at least with the new screws it comes with.Fender Start appears to take the system well -- only time will tell." , "bodied"
"best strap locks __MASKED__ ever used, dunlop has always had great products.easy to install and i highly recomend them to any bass player" , "ive"
"I had to actually follow the instructions and drill holes as specified, then it __MASKED__ like a charm ! Glad I got them, much less hassle tuning up for a gig." , "worked"
"These strap locks were easy to install and use right off the bat. You may have to drill deeper holes into your guitar in order to use them. Just __MASKED__ the instructions and you can easily attach and detach your strap whenever you feel like it." , "follow"
"Very easy to install, rock solid, and in my opinion, look much better than Schaller __MASKED__ a set, you wont be disappointed." , "locks.Grab"
"Oh Yeah, Love this item, sleek __MASKED__ and very easy to maintain, would definitely buy again for next strap, thank you Jim Dunlop." , "looking"
"Very high quality they look as nice as my Fender originals. Make sure to take your time installing them correctly and consider using a quality wood glue / adhesive during installation. You want to __MASKED__ sure they can be removed at a later date without damaging the guitar." , "make"
"Installed on two guitars and I love them ! I can switch out many different guitar straps without worrying that they will __MASKED__ off. Great product, would recommend to any guitar player !" , "fall"
"Good Quality, great price, easy to install, easy to lock and unlock, fast delivery. Better than __MASKED__ to the always overpriced Guitar Center." , "going"
"These are good if you have a few of guitars and __MASKED__ a favorite strap. Buy alot of extra buttons i got allparts. seems really sturdy and well made." , "got"
"These guys are rock-solid and really easy to install. Any time I get a new instrument I __MASKED__ the stock buttons out for Dunlops !" , "change"
"they work. its great not __MASKED__ about dropping your instrument on stage. ive done it it sucked ! worth every penny !" , "worrying"
"Have them on four guitars. Never a malfunction. Easy installation and use. __MASKED__ out for bridge interference when screwing in the back lok. Might require a slightly shorter screw on some basses." , "Watch"
"These are really great guitar locks ! ! I __MASKED__ them on all my guitars, and I would highly recommend them to anyone ! !" , "use"
"The Dunlop strap locks work pretty well, but the standard hole cut in a standard leather strap is not big enough to accomidate the locking buttons. The strap has to be modified by __MASKED__ the size of the holes. This for all intents and purposes means that you will not be able to use that strap with standard strap buttons ever again.They do work as advertised and they are easy to take on and off for strap adjustment when required." , "increasing"
"Great replacement __MASKED__ for your ukulele, great to have on hand in case or replace your strings after you get your uku." , "string"
"Works as it should. Nice materials and I think it will be durable. Simple to __MASKED__ to your mic stand and adjust as needed. It will improve your recordings, getting the pops and sssss out of your sound without having to do sound processing as much anyway." , "attach"
"What a difference a pop filter __MASKED__, I use on a condenser mic, it lets me get a little more gain input, clamps on easy and holds good, the flex piece holding the filter could be a little more rigid but does the job. I like the way it looks when mounted on the mic stand extension, It has improved the vocal tracks. Just one more affordable improvement for the home studio." , "makes"
"When I bought these I was __MASKED__ for pop filters to use with a pair of condenser microphones to help keep the wind pops from ruining a recording. Once these are in position they work just fine, the problem is that getting them into position can be harder than it looks. The device clamps onto a microphone stand and then you adjust the goose neck to get the filter where you need it. The filter and the goose neck are fairly heavy and as such it was often a struggle to get the filter where I wanted it and to keep it there.On the plus side, the device looks nice and professional and it has held up over three years of use." , "looking"
"It __MASKED__ as a pop filter should and is a huge upgrade over my make-shift panty hose pop filter. What else is there to say ?" , "works"
"filter works very well and looks professional. only problem i am having is that the clamp __MASKED__ to work specifically with a mic stand or similar type structure." , "seems"
"I purchased this after reading the great reviews but like a few of the comments that are on here lately this thing is not good. Looked almost used when it arrived and the gooseneck stand is useless. Does not come even close to being able to hold up the weight of the filter. I would have returned it but I completely destroyed the package __MASKED__ it open ( which oddly had staples holding it closed )." , "getting"
"it keeps the spit off the mic and looks cool when __MASKED__ - it does great at keeping you mouth off the mic so you dont breath it out and fits great on the stands with easy clamp" , "recording"
"works very well, keeps the popping to a bare minimum, easy to __MASKED__, cleans in a flash, lightweight and works" , "install"
"When you record singing, you __MASKED__ this to prevent the pop sound. It is definitely worth it. It also makes you looks professional." , "need"
"Use this for home recordings and some voice over recordings for work. I like the long neck on it and its a double filter so you get a tad bit extra. I tested it against my single filter and it did make a difference, as expected. It makes sense that if you have an additional layer there it will __MASKED__ more effectively, but I wasnt sure if it would effect tone or highs, and I didnt notice either effected." , "filter"
"works well but wish it was a bit heavier and the construction was a little better __MASKED__. but other than that works as intended." , "made"
"__MASKED__ this on my Blue Yeti USB Microphone and could tell the difference with the POP filter on right away. Good investment." , "Tested"
"A needed accessory for any vocal recording, period. My only gripe about this model is why the straight bracket part needs to stick out so dang far, since you can __MASKED__ the arm out in any position anyway." , "bend"
"Good solid construction. It __MASKED__ onto the mic stand and works as advertised, i.e removes the pops from vocal recordings." , "hooks"
"Very sturdy and awesome pop filter. Adjustable to any length you want and just a great pop filter ! I would __MASKED__ this to anyone !" , "recommend"
"Looks vintage but __MASKED__ great at a great price. As good or better than my Monster cable for a lot less money !" , "works"
"got this short cord to go from amp to waa ! It __MASKED__ perfect for it I own a few Spectraflex cables and they are all fine" , "works"
"Rugged ends very flexible __MASKED__ like this cable should hold up very well, does not tangle which is a real plus if you tend to move around a lot, connectors seem to be heavy duty, time will tell but I would assume that this cable should last a long time." , "seem"
"This has become my number one cable for my Carvin bass. I gig with it a couple times per week and it has been rock solid. I only use something different if I __MASKED__ a longer reach. And I love the tweed cover. Very satisfied with this one." , "need"
"Great little amp. I had to take my Ampeg Jet in for a maintenance and I just love this little practice amp. I __MASKED__ using it with both my Fender Strat and my Rickenbacker." , "enjoy"
"A good solid piece of equipment ! It sounds as good as it looks and it is absolutely beautiful ! The description listed slight wear marks on the back, but I had to really look hard to __MASKED__ it ( one ). It came as well packed as a brand-new guitar and looks like one !" , "find"
"i __MASKED__ this thing ! ! ! action is perfect, great sound, good feel, easy to play i highly recomend this" , "love"
"Now-a-days I just search amazon because they have always got what I __MASKED__ at reasonable prices. This is no exception. I am not a musican but wanted a case to carry my Epiphone Les Paul Custom Pro to the guitar guy for setup etc. This was was better then I expected. It is sturdy outside and nice fusion inside with a tight but not too tight fit. In other words great all around. I know it sits on a self with many other guitars when I take it in to the guitar guys so I am perfectly confident that it is well protected. and it is lockable ( with key ) If you are looking for a more then good case for your Epi LP just get this one. You will not be disappointed.Also. I ordered it on a tuesday and it came the next day. No special shipping. Maybe it is my locations but that was great too. Well packed." , "want"
"love the case nice and simple, it really look exactly the same as the picture. highly __MASKED__ to everyone looking for a case." , "recommend"
"Bought this along with the guitar as a present for my daughter. The guitar __MASKED__ in this case perfectly, and is very well protected." , "fits"
"I use this for my Epiphone Zakk Wylde Custom Les Paul. It fits perfectly in the case, one of the best cases I own and have seen, the carpet is awesome, also has a pocket in the middle, what holds the neck up, and can fit a strap and even a pedal. Very durable case and __MASKED__ like the younger brother of the more expensive Gibson case." , "seems"
"This houses your guitar and I have a couple humidipaks in there because I __MASKED__ in a northern desert. Not many frills to this bag. It does the job." , "live"
"This bag is light, with two back pack straps, a pocket for accessories, excellent quality material and a good quality zipper. If you just need something lightweight to __MASKED__ your instrument this is it." , "protect"
"Good quality bag for my Epi LP. Fit like a glove, in fact I __MASKED__ they were a little larger to hold some accessories." , "wish"
"This gigbag is a very tight fit for my Epiphone Les Paul. Their is minimal padding, so it is little more than a dust cover. I tossed it aside, and __MASKED__ a Fender gigbag. The Fender is heavily padded, and gives me some serious protection." , "bought"
"I could not __MASKED__ the price. The pedal does what is suppose to do on my Dynamic Wah guitar pedal. It is well build and I can use it on other Boss and Roland gear. Also, it not to big. It does not hog up a lot of space on my pedal board. Very happy with this item." , "beat"
"nuff said.works great.latest purchace is used as a trigger on my drum machineused the CODA kick pedaltrigger a boss sound moduleplay it all the timealso use one on my Vocalist. and eff mute. and chan __MASKED__ the option of NC or NO. saved my gig just tonight when one of my Midi controllers lost it mind an needed NO instead of normal NC." , "change.like"
"this thing __MASKED__ great ! ! action is low but does not buzz, very easy to chord.i highly recomend this guitar." , "plays"
"I normally use nylon picks but do some songs with flatpicking intros and the nylons were to flappy. These picks keep a nice bright tone, very little friction on the strings - so low string noise. Enough grip to __MASKED__ put in hands well too." , "stay"
"I tried this but ended up __MASKED__ back to Tortex. I like the satin finish on the Tortex better and the way it bends. The Ultex has a little brighter attack though and wears out less quickly. Ultex sounds more like the Fender celluloid." , "going"
"Guitar picks make a huge part of your tone. Especially on acoustic. These are the best acoustic picks on the market today in my opinion. They have a long life and do __MASKED__ your tone. Freshening up the picks is easy just by rubbing them on your carpet or carpet scrap to bring back the original shape." , "brighten"
"Grabbed these on impulse as I needed some new ones. Normally I __MASKED__ the old Fender Medium or Heavy picks, but I got ta say these are great. Stiff but flexible enough to maneuver plus they glide nicely. Not sure what could be said to prove it, but they just feel great." , "used"
"I got this to clean my Washburn acoustic guitar, and it worked great. I used it to clean off the fingerprints and grime, and then would __MASKED__ in a circular motion with my soft, lint-free rag, and it would act like a polish. The finish sparkled afterwards, even in the light. Great product." , "buff"
"This product is excellent. Cleaning is thorough and leaves no residue. __MASKED__ my little Martin look almost as good as new." , "Made"
"this is the one that everyone told me I should use, being new to guitar I figured one polish ( car ) has to __MASKED__ well, that was very incorrect on my part, this is for the delicate woods and preserves them far better than ordinary polishes" , "work"
"Great pickup, __MASKED__ with the Fishman Aura Spectrum D.I. you will have an excellent experience. Even the pick up by itself into a quality amp will make you happy." , "combined"
"What can I say ? These are probably the most well-known pads available and probably the best. This was the best price I could find on Amazon and they __MASKED__ as described via very prompt shipping." , "arrived"
"These are laser cut pads for your studio monitors. I feel more vibration from a hard drive spinning on my desktop than the sounds __MASKED__ out of my speakers. And they look professional too." , "coming"
"Ive been trying different strings for years ! ! ! Ive been stuck on elixirs for some time now and __MASKED__ a change. These are very bright and clean ! ! ! ! very playable ! ! !" , "wanted"
"I bought these to put on my really old Martin acoustic. The guitar still sounds amazing, and these strings certainly __MASKED__ my budget, and provide a great sound." , "fit"
"These are good strings, for a good price. I have purchased these strings several times and they __MASKED__ good and last a long time." , "sound"
"But these seemed to __MASKED__ well on the guitar I was re-stringing. My son thought they were great and he knows quite a bit more.Recommend." , "work"
"Brand name, good string, good tone, seem to last awhile but I change strings often so never really __MASKED__ how long a set will last." , "know"
"I used to __MASKED__ Elixir Nano string, and a good as they sound, they do not last. These do. great sounding strings." , "use"
"Fast shipping, great price and most of all great stings, very satisfied would buy these strings again and would __MASKED__ to a friend." , "recommend"
"If your not sure what to __MASKED__ you are prob looking for the light strings. These are a littl ehard to play." , "buy"
"I really like the mediums. They are able to __MASKED__ the biggest variety of styles without being to heavy or not durable enough." , "play"
"I am not a connoisseur but nothing great about these strings. They have pretty good sound but they __MASKED__ to die quickly." , "seem"
"__MASKED__ these picks. Have used them for years. Feel very firm yet still flex when needed and last forever. Highly recommend." , "Love"
"I __MASKED__ that pick choosing is a personal matter. I choose this specific model because the thickness and flexibility are perfect for me." , "know"
"I think Tortex / Delrin picks are the standard that others are judged by.Durable, good to __MASKED__ surface, easy to identify thicknesses by color.The only way I can think of to improve these would be to replace the black ink logo and script with some sort of raised embossing.Then your fingers will not smudge and the grip would be even better.Take a look at `` Cactus Picks '' to get an idea of what I mean." , "gripping"
"I __MASKED__ the picks a lot ! They are super strong and look like can take a lot of use in a good shape ! Recommended" , "like"
"Whatever size you are looking for Dunlop is the best option. It __MASKED__ long, sounds great, and feels very nice. It is probably the most favored pick among all companies. I recommend the orange one for beginners, and in general would not go much higher than the green ones because when it gets too heavy it does not feel to comfortable anymore and does not sound as well, but it is totally up to what you want. Either way, Dunlop is the best and for a great price." , "lasts"
"I __MASKED__ these picks. The flex is just right for me, and they last forever. I have never had one break." , "love"
"Good picks, great feel and __MASKED__ out sound loudly. Mostly for Electrics. I prefer the lighter sound of the Acoustic but these work very well with my friends Electric, Fender." , "brings"
"I think these are great for the price they give you. John Mayer uses these picks and __MASKED__ one of my favorite guitarist so I am sticking with these." , "hes"
"In a fit of boredom or curiosity, I decided that I would check out some the other picks out there. After spending too much money for various brands of picks, including every model of the DAVA picks, I came back home to Dunlop Tortex green. They __MASKED__ play great, sound great against steel strings, and last a long time." , "stil"
"I like it. Grip is good and the thickness is just right for me. I __MASKED__ the tip was sharper but it is good as is" , "wish"
"Tortex is great i really like their picks there may be better but these have fit the bill i __MASKED__ the yellow ones they are a little thinner" , "prefer"
"i ordered one pack of these and __MASKED__ an entire box ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! either way the picks are great although i would suggest the Jazz picks over these" , "got"
"I enjoyed this __MASKED__ very much due to the variety of picks, as it was interesting to try different models. Dunlop picks are great !" , "set"
"Great picks, __MASKED__ it. This pick, rocks for me, im a fan of dunlop for many years and all there products are amazing." , "buy"
"I have always __MASKED__ tortex picks. I like them a lot and they last forever ( almost: ) these were a little thick for my tastes. The red ones are a little thinner and give better action for strumming and also for fast alternate picking patterns.If you like a medium thick pick though, these are rockin." , "used"
"I have been __MASKED__ Dunlop picks for a long time. Good feel, grip and not too heavy or thick. Good deal." , "using"
"I bought these because I wanted durable, flexible picks for easy strumming. I would __MASKED__ these to anyone that needs more stable strumming." , "recomend"
"This nylon pick has great play feel. It is stiff enough to __MASKED__ individual strings and still feels comfortable stumming chords." , "pick"
"i like these kind of picks because they have some grip to them, normal picks i use slip out of my fingers some times but these dont.if you __MASKED__ droping your pick while playing, get these." , "hate"
